,TypeName,make,ModelText,BodyColorText,BodyTypeText,Ccm,City,Co2EmissionText,ConditionTypeText,ConsumptionRatingText,ConsumptionTotalText,Doors,DriveTypeText,FirstRegMonth,FirstRegYear,FuelTypeText,Hp,InteriorColorText,Km,Properties,Seats,TransmissionTypeText
984,599 GTB,FERRARI,599,silber,Coupé,5999,Zuzwil,415 g/km,Vorführmodell,G,17.9 l/100km,2,Hinterradantrieb,4,2008,Benzin,620,grau,26000,null,2,Automatisiertes Schaltgetriebe
985,911 Turbo II,PORSCHE,911,silber,Coupé,3297,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,8,1991,Benzin,320,rot,101300,"""Ab MFK""",4,Schaltgetriebe manuell
986,BLACK SERIES,MERCEDES-BENZ,SL 65 AMG,silber,Coupé,5980,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,7,2009,Benzin,670,schwarz,34000,"""Ab MFK""",2,Automatik-Getriebe
987,M3,BMW,M3,blau mét.,Cabriolet,3246,Zuzwil,328 g/km,Occasion,G,13.6 l/100km,2,Hinterradantrieb,5,2002,Benzin,343,grau,49600,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
988,RS4 4.2 V8 quattro,AUDI,RS4,silber,Limousine,4163,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,4,Allrad,0,2011,Benzin,420,schwarz,1350,"""Ab MFK""",5,Schaltgetriebe manuell
989,CL 600,MERCEDES-BENZ,CL 600,silber,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,2,2000,Benzin,367,schwarz,75400,"""Ab MFK"", ""Direkt-/Parallelimport""",4,Automat
990,911 GT3,PORSCHE,911,silber,Coupé,3600,Zuzwil,null,Occasion,null,12.9 l/100km,2,Hinterradantrieb,10,1999,Benzin,360,null,47900,"""Ab MFK""",4,Schaltgetriebe manuell
991,Touareg 5.0 TDI V10,VW,TOUAREG,silber,SUV / Geländewagen,4921,Zuzwil,346 g/km,Occasion,G,12.8 l/100km,5,Allrad,9,2006,Diesel,313,null,104500,"""Ab MFK""",5,Automat
992,DB9,ASTON MARTIN,DB9,silber,Coupé,5935,Zuzwil,394 g/km,Occasion,G,16.5 l/100km,2,Hinterradantrieb,1,2005,Benzin,457,schwarz,40800,"""Ab MFK""",4,Automat sequentiell
993,SL 500,MERCEDES-BENZ,SL 500,silber,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,320,braun,111500,"""Ab MFK""",5,Automat
994,CL 600,MERCEDES-BENZ,CL 600,silber,Coupé,5513,Zuzwil,353 g/km,Occasion,G,14.7 l/100km,2,Hinterradantrieb,7,2003,Benzin,500,beige,22400,"""Ab MFK""",4,Automat
995,null,FORD (USA),MUSTANG,silber,Cabriolet,7200,Sursee,null,Occasion,null,null,3,Hinterradantrieb,3,1968,Benzin,360,schwarz,1000,null,4,Automat
996,Corvette ZR1,CHEVROLET,CORVETTE,silber,Coupé,6162,Zuzwil,355 g/km,Occasion,G,15.0 l/100km,2,Hinterradantrieb,7,2009,Benzin,647,schwarz,4000,"""Ab MFK""",2,Schaltgetriebe manuell
997,F360 Spider,FERRARI,F360,silber,Cabriolet,3586,Zuzwil,440 g/km,Occasion,null,19.3 l/100km,2,Hinterradantrieb,2,2003,Benzin,400,beige,55800,"""Ab MFK""",2,Automatik-Getriebe
998,Charade 1.0 Turbo,DAIHATSU,CHARADE,blau mét.,Kleinwagen,993,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,9,1985,Benzin,68,mehrfarbig,61800,"""Ab MFK""",4,Schaltgetriebe manuell
999,545i,BMW,545,silber,Limousine,4398,Zuzwil,264 g/km,Occasion,null,10.9 l/100km,4,Hinterradantrieb,9,2003,Benzin,333,beige,33600,"""Ab MFK""",5,Automatik-Getriebe
1000,C 240 Elégance,MERCEDES-BENZ,C 240,silber,Limousine,2597,Zuzwil,257 g/km,Occasion,null,10.7 l/100km,4,Hinterradantrieb,7,2000,Benzin,170,grau,162900,"""Ab MFK""",5,Automatik-Getriebe
1001,Coupé GranSport,MASERATI,GRANSPORT,silber,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,1,2005,Benzin,400,schwarz,38400,"""Ab MFK"", ""Direkt-/Parallelimport""",4,Automatisiertes Schaltgetriebe
1002,SL 65 AMG,MERCEDES-BENZ,SL 65 AMG,silber mét.,Cabriolet,5981,Zuzwil,362 g/km,Occasion,G,14.0 l/100km,2,Hinterradantrieb,7,2008,Benzin,612,rot,24000,"""Ab MFK"", ""Direkt-/Parallelimport""",2,Automat sequentiell
1003,911 Turbo,PORSCHE,911,silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,2,2001,Benzin,420,grau,82100,"""Ab MFK""",4,Automatik-Getriebe
1004,TT,NSU,null,silber mét.,Limousine,1177,Zuzwil,null,Occasion,null,null,2,null,4,1972,Benzin,65,schwarz,82804,"""Ab MFK""",5,Schaltgetriebe
1005,MP4-12C Coupé 3.8 V8,McLAREN,12C,silber mét.,Coupé,3798,Zuzwil,279 g/km,Occasion,G,11.7 l/100km,2,Hinterradantrieb,3,2012,Benzin,626,schwarz,1200,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
1006,735i,BMW,735,silber mét.,Limousine,3498,Zuzwil,291 g/km,Occasion,null,12.1 l/100km,4,Hinterradantrieb,8,1999,Benzin,238,schwarz,33900,"""Ab MFK""",5,Automat sequentiell
1007,E 250 CGI BlueEff Avgarde,MERCEDES-BENZ,E 250,silber mét.,Limousine,1796,Zuzwil,187 g/km,Occasion,G,8.0 l/100km,4,Hinterradantrieb,6,2010,Benzin,204,schwarz,29800,"""Ab MFK""",5,Automat sequentiell
1008,Alpine A310 V6,RENAULT,ALPINE,silber mét.,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,10,1982,Benzin,150,null,31000,"""Ab MFK""",4,Schaltgetriebe manuell
1009,C5 3.0 V6 Exclusive,CITROEN,C5,blau mét.,Limousine,2946,Zuzwil,226 g/km,Occasion,G,9.6 l/100km,5,Vorderradantrieb,6,2001,Benzin,208,schwarz,83800,"""Ab MFK""",5,Schaltgetriebe manuell
1010,Corolla 2.0 D4D L.Terra,TOYOTA,COROLLA,silber mét.,Kombi,1995,Zuzwil,152 g/km,Occasion,D,5.7 l/100km,5,Vorderradantrieb,6,2004,Diesel,116,grau,144000,"""Ab MFK""",5,Schaltgetriebe manuell
1011,Arnage Green Label,BENTLEY,ARNAGE,silber mét.,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,4,2000,Benzin,354,beige,42300,"""Ab MFK""",5,Automat
1012,M6,BMW,M6,silber mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,7,2005,Benzin,507,schwarz,8500,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
1013,911 Turbo,PORSCHE,911,silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,null,12.9 l/100km,2,Allrad,12,2000,Benzin,420,schwarz,60500,null,4,Automatik-Getriebe
1014,575M,FERRARI,575M,silber mét.,Coupé,5748,Zuzwil,499 g/km,Occasion,G,21.8 l/100km,2,Hinterradantrieb,3,2005,Benzin,517,grau,22500,"""Ab MFK""",2,Automatik-Getriebe
1015,X1 xDrive 25d Sport Line,BMW,X1,silber mét.,SUV / Geländewagen,1995,Zuzwil,145 g/km,Occasion,C,5.5 l/100km,5,Allrad,9,2012,Diesel,218,rot,39200,"""Ab MFK""",5,Automat sequentiell
1016,S 65 L AMG 650PS,MERCEDES-BENZ,S 65 AMG,silber mét.,Limousine,5981,Zuzwil,357 g/km,Occasion,G,14.9 l/100km,4,Hinterradantrieb,8,2004,Benzin,612,beige,61000,"""Ab MFK""",5,Automat
1017,456M GT,FERRARI,456,silber mét.,Coupé,5474,Zuzwil,495 g/km,Occasion,G,22.0 l/100km,2,Hinterradantrieb,3,2000,Benzin,442,beige,35000,"""Ab MFK""",4,Schaltgetriebe manuell
1018,S 500,MERCEDES-BENZ,S 500,silber mét.,Limousine,5461,Zuzwil,286 g/km,Occasion,G,12.2 l/100km,4,Hinterradantrieb,2,2009,Benzin,388,beige,52000,"""Ab MFK""",5,Automat sequentiell
1019,Golf R32 4Motion,VW,GOLF,silber mét.,Limousine,3189,Zuzwil,235 g/km,Occasion,G,9.8 l/100km,5,Allrad,2,2007,Benzin,250,schwarz,105800,"""Ab MFK""",5,Automatisiertes Schaltgetriebe
1020,RS 2600,FORD,CAPRI,blau mét.,Coupé,2632,Zuzwil,null,Occasion,null,null,3,Hinterradantrieb,5,1971,Benzin,150,schwarz,64600,null,4,Schaltgetriebe
1021,Windschutzscheibe,RENAULT,SPORT SPIDER,silber mét.,Cabriolet,0,Zuzwil,null,Occasion,null,null,0,Hinterradantrieb,9,2000,null,0,grau,8000,"""Ab MFK""",2,Schaltgetriebe
1022,Alpine,RENAULT,R5,silber mét.,Kleinwagen,1397,Zuzwil,null,Occasion,null,null,3,Vorderradantrieb,7,1981,Benzin,93,mehrfarbig,147800,null,5,Schaltgetriebe
1023,S 65 AMG L,MERCEDES-BENZ,S 65 AMG,silber mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2008,Benzin,612,schwarz,56200,"""Ab MFK""",5,Automat sequentiell
1024,Spider 2.0 16V TURBO,RENAULT,SPORT SPIDER,silber mét.,Cabriolet,1998,Zuzwil,null,Occasion,null,8.7 l/100km,2,Hinterradantrieb,6,1997,Benzin,200,schwarz,23500,null,2,Schaltgetriebe manuell
1025,M6,BMW,M6,silber mét.,Coupé,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,2,Hinterradantrieb,11,2006,Benzin,507,schwarz,34500,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
1026,CL 500 Prime Edition,MERCEDES-BENZ,CL 500,silber mét.,Coupé,5461,Zuzwil,288 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,10,2006,Benzin,388,schwarz,72200,"""Ab MFK""",4,Automat sequentiell
1027,Range Rover 5.0 V8 SC,LAND ROVER,RANGE ROVER,silber mét.,SUV / Geländewagen,4999,Zuzwil,348 g/km,Occasion,G,14.9 l/100km,5,Allrad,10,2010,Benzin,510,schwarz,9000,"""Ab MFK""",5,Automat
1028,M5,BMW,M5,silber mét.,Limousine,4941,Zuzwil,336 g/km,Occasion,G,13.9 l/100km,4,Hinterradantrieb,1,1999,Benzin,400,null,68500,null,5,Schaltgetriebe manuell
1029,M Roadster,MG,null,silber mét.,Coupé,740,Zuzwil,null,Oldtimer,null,null,2,Hinterradantrieb,6,1930,Benzin,0,schwarz,86000,"""Ab MFK""",2,Schaltgetriebe
1030,S 600 L,MERCEDES-BENZ,S 600,silber mét.,Limousine,5513,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2003,Benzin,500,beige,48100,"""Ab MFK""",5,Automat
1031,S-Type 4.0 V8,JAGUAR,S-TYPE,blau mét.,Limousine,3996,Zuzwil,299 g/km,Occasion,G,12.5 l/100km,4,Hinterradantrieb,5,1999,Benzin,276,beige,69200,"""Ab MFK""",5,Automat
1032,CSA Abarth,FIAT,SPIDER,silber mét.,Cabriolet,1755,Zuzwil,null,Occasion,null,null,2,null,7,1974,null,128,schwarz,120000,null,2,Schaltgetriebe
1033,F360 Spider,FERRARI,F360,silber mét.,Cabriolet,3586,Zuzwil,440 g/km,Occasion,G,19.3 l/100km,2,Hinterradantrieb,5,2001,Benzin,400,schwarz,41000,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
1034,B7 (E28),BMW-ALPINA,5 SERIES,silber mét.,Limousine,3430,Zuzwil,null,Occasion,null,null,4,Hinterradantrieb,7,1985,Benzin,300,anthrazit,157000,null,5,Schaltgetriebe
1035,Corniche,ROLLS-ROYCE,CORNICHE,silber mét.,Cabriolet,6761,Zuzwil,456 g/km,Occasion,G,19.0 l/100km,2,Hinterradantrieb,7,2001,Benzin,329,beige,38000,"""Ab MFK""",4,Automat
1036,R34 GTR,NISSAN,Skyline,silber mét.,Coupé,2568,Zuzwil,null,Occasion,null,null,2,Allrad,1,2007,Benzin,400,grau,2300,"""Tuning""",4,Schaltgetriebe
1037,quattro Turbo 20V,AUDI,QUATTRO,silber mét.,Coupé,2225,Zuzwil,null,Occasion,null,null,2,Allrad,1,1990,Benzin,220,grau,125000,"""Ab MFK""",5,Schaltgetriebe manuell
1038,RS6 Avant 5.0 V10 quattro,AUDI,RS6,silber mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,6,2008,Benzin,580,schwarz,29300,"""Ab MFK"", ""Tuning""",5,Automat sequentiell
1039,Alpine A610 Turbo,RENAULT,ALPINE,silber mét.,Coupé,2962,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,6,1992,Benzin,250,anthrazit,71600,"""Ab MFK""",4,Schaltgetriebe manuell
1040,R8 GT Spyder 5.2,AUDI,R8,silber mét.,Cabriolet,5204,Zuzwil,332 g/km,Occasion,G,14.2 l/100km,2,Allrad,6,2012,Benzin,560,schwarz,5900,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
1041,Biturbo Spyder E,MASERATI,BITURBO,silber mét.,Cabriolet,2788,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1995,Benzin,225,beige,39500,null,2,Schaltgetriebe manuell
1042,Elise,LOTUS,ELISE,anthrazit mét.,Cabriolet,1796,Zuzwil,183 g/km,Occasion,G,7.7 l/100km,2,Hinterradantrieb,10,2003,Benzin,120,anthrazit,38200,"""Ab MFK""",2,Schaltgetriebe manuell
1043,SLK 350,MERCEDES-BENZ,SLK 350,blau mét.,Cabriolet,3498,Zuzwil,255 g/km,Occasion,null,10.6 l/100km,2,Hinterradantrieb,5,2008,Benzin,272,braun,3200,"""Ab MFK""",2,Automatik-Getriebe
1044,CLK 320 Sport,MERCEDES-BENZ,CLK 320,silber mét.,Coupé,3199,Zuzwil,242 g/km,Occasion,G,10.1 l/100km,2,Hinterradantrieb,6,1998,Benzin,218,blau,61000,"""Ab MFK""",4,Automat
1045,2CV6 Charleston,CITROEN,2CV,silber mét.,Kleinwagen,602,Zuzwil,null,Occasion,null,null,4,Vorderradantrieb,7,1986,Benzin,29,grau,80500,"""Ab MFK""",4,Schaltgetriebe manuell
1046,E 430 Avantgarde,MERCEDES-BENZ,E 430,silber mét.,Limousine,4266,Zuzwil,320 g/km,Occasion,null,13.9 l/100km,4,Hinterradantrieb,6,1998,Benzin,279,grau,48500,"""Ab MFK""",5,Automat
1047,Clio 3.0 Sport V6,RENAULT,CLIO,silber mét.,Kleinwagen,2946,Zuzwil,285 g/km,Occasion,G,11.9 l/100km,3,Hinterradantrieb,11,2004,Benzin,255,schwarz,61200,"""Ab MFK""",2,Schaltgetriebe manuell
1048,Alpine A310 V6,RENAULT,ALPINE,silber mét.,Coupé,2664,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,12,1981,Benzin,150,grau,139200,"""Ab MFK""",4,Schaltgetriebe manuell
1049,MP4-12C Coupé 3.8 V8,McLAREN,12C,silber mét.,Coupé,3798,Zuzwil,279 g/km,Occasion,G,12.3 l/100km,2,Hinterradantrieb,4,2012,Benzin,626,schwarz,19900,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
1050,null,TRIUMPH,TR3,silber mét.,Cabriolet,1991,Safenwil,null,Oldtimer,null,null,2,Hinterradantrieb,1,1957,Benzin,90,bordeaux,98320,"""Ab MFK""",2,Schaltgetriebe manuell
1051,CL 55 AMG,MERCEDES-BENZ,CL 55 AMG,silber mét.,Coupé,5439,Zuzwil,317 g/km,Occasion,G,13.2 l/100km,2,Hinterradantrieb,11,2002,Benzin,500,schwarz,48300,"""Ab MFK""",4,Automat
1052,S 320,MERCEDES-BENZ,S 320,silber mét.,Limousine,3199,Zuzwil,276 g/km,Occasion,G,11.5 l/100km,4,Hinterradantrieb,3,2002,Benzin,224,schwarz,69100,"""Ab MFK""",5,Automat
1053,SL 500,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4971,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1994,Benzin,320,braun,111500,"""Ab MFK""",0,Automat
1054,Continental FlyingSpur6.0,BENTLEY,CONTINENTAL,blau mét.,Limousine,5998,Zuzwil,396 g/km,Occasion,G,17.0 l/100km,4,Allrad,5,2012,Benzin,560,braun,29000,"""Ab MFK""",5,Automat
1055,911 Carrera Cabrio,PORSCHE,911,silber mét.,Cabriolet,3387,Zuzwil,285 g/km,Occasion,G,11.8 l/100km,2,Hinterradantrieb,2,2001,Benzin,300,blau,75400,"""Ab MFK""",4,Schaltgetriebe manuell
1056,911 GT3,PORSCHE,911,silber mét.,Coupé,3600,Zuzwil,320 g/km,Occasion,null,12.9 l/100km,2,Hinterradantrieb,3,2000,Benzin,360,schwarz,42500,"""Ab MFK""",4,Schaltgetriebe manuell
1057,535d,BMW,535,silber mét.,Limousine,2993,Zuzwil,211 g/km,Occasion,G,8.0 l/100km,4,Hinterradantrieb,1,2006,Diesel,272,grau,29900,"""Ab MFK""",5,Automat sequentiell
1058,Corniche,ROLLS-ROYCE,CORNICHE,silber mét.,Cabriolet,6761,Zuzwil,456 g/km,Occasion,G,17.8 l/100km,2,Hinterradantrieb,6,2002,Benzin,329,beige,42000,"""Ab MFK""",4,Automat
1059,DB7 Vantage Volante,ASTON MARTIN,DB7,silber mét.,Cabriolet,5935,Zuzwil,472 g/km,Occasion,G,19.7 l/100km,2,Hinterradantrieb,4,2004,Benzin,416,mehrfarbig,29000,"""Ab MFK""",4,Automat
1060,SL 500,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4973,Zuzwil,328 g/km,Occasion,null,14.3 l/100km,2,Hinterradantrieb,10,1996,Benzin,320,beige,29800,"""Ab MFK""",2,Automat
1061,tii,BMW,2002,silber mét.,Limousine,1990,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,4,1974,Benzin,133,mehrfarbig,93500,"""Ab MFK""",5,Schaltgetriebe
1062,750iL,BMW,750,silber mét.,Limousine,5379,Zuzwil,332 g/km,Occasion,null,14.2 l/100km,4,Hinterradantrieb,6,1997,Benzin,327,blau,42000,"""Ab MFK""",5,Automat sequentiell
1063,Arnage Green Label,BENTLEY,ARNAGE,silber mét.,Limousine,4398,Zuzwil,390 g/km,Occasion,G,19.9 l/100km,4,Hinterradantrieb,6,1999,Benzin,354,beige,85700,"""Ab MFK""",5,Automat
1064,M5,BMW,M5,silber mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,schwarz,27800,"""Ab MFK""",5,Automatisiertes Schaltgetriebe
1065,Clio 2.0 16V Sport,RENAULT,CLIO,blau mét.,Kleinwagen,1998,Zuzwil,208 g/km,Occasion,G,8.9 l/100km,3,Vorderradantrieb,2,2008,Benzin,197,schwarz,147900,null,5,Schaltgetriebe manuell
1066,SLK 200 Kompressor,MERCEDES-BENZ,SLK 200,silber mét.,Cabriolet,1796,Zuzwil,196 g/km,Neu,G,8.2 l/100km,2,Hinterradantrieb,7,2009,Benzin,184,schwarz,160,"""Ab MFK""",2,Automat sequentiell
1067,M3 CSL,BMW,M3,silber mét.,Coupé,3246,Zuzwil,287 g/km,Occasion,G,11.9 l/100km,2,Hinterradantrieb,7,2004,Benzin,360,null,88000,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
1068,SL 500,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,5,2002,Benzin,306,beige,64000,"""Ab MFK""",2,Automat
1069,M5,BMW,M5,silber mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,4,2005,Benzin,503,schwarz,33600,"""Tuning""",5,Automatisiertes Schaltgetriebe
1070,SL 500,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,4966,Zuzwil,304 g/km,Occasion,G,12.7 l/100km,2,Hinterradantrieb,6,2002,Benzin,306,anthrazit,24400,"""Ab MFK""",2,Automat
1071,CL 600,MERCEDES-BENZ,CL 600,silber mét.,Coupé,5786,Zuzwil,321 g/km,Occasion,G,13.4 l/100km,2,Hinterradantrieb,2,2002,Benzin,367,grau,137000,"""Ab MFK"", ""Direkt-/Parallelimport""",4,Automat
1072,6.0 AMG,MERCEDES-BENZ,SL 500,silber mét.,Cabriolet,5956,Zuzwil,null,Occasion,null,null,2,Hinterradantrieb,3,1991,Benzin,380,blau,98000,"""Ab MFK""",4,Automatik-Getriebe
1073,S 65 AMG L,MERCEDES-BENZ,S 65 AMG,silber mét.,Limousine,5981,Zuzwil,355 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,beige,40300,"""Ab MFK""",5,Automat sequentiell
1074,RS6 Avant quattro,AUDI,RS6,silber mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,3,2003,Benzin,450,grau,34000,"""Direkt-/Parallelimport""",5,Automat
1075,Discovery 3.9,LAND ROVER,DISCOVERY,silber mét.,SUV / Geländewagen,3950,Zuzwil,null,Occasion,null,16.4 l/100km,3,Allrad,7,1998,Benzin,185,anthrazit,55800,"""Ab MFK""",5,Automatik-Getriebe
1076,null,CHEVROLET,CAMARO,blau mét.,Cabriolet,5733,Sursee,null,Occasion,null,null,0,null,3,1969,null,300,schwarz,10000,null,4,Schaltgetriebe
1077,M5,BMW,M5,silber mét.,Limousine,4999,Zuzwil,357 g/km,Occasion,G,14.8 l/100km,4,Hinterradantrieb,6,2006,Benzin,503,schwarz,31500,"""Ab MFK"", ""Tuning""",5,Automatisiertes Schaltgetriebe
1078,300SL W198,MERCEDES-BENZ,300,silber mét.,Coupé,2995,Sursee,null,Occasion,null,null,2,Hinterradantrieb,5,1955,null,215,rot,5000,null,0,Schaltgetriebe
1079,Stilo 1.8 16V Swiss,FIAT,STILO,silber mét.,Limousine,1747,Zuzwil,190 g/km,Occasion,G,8.0 l/100km,3,Vorderradantrieb,8,2006,Benzin,133,anthrazit,28800,"""Ab MFK""",5,Schaltgetriebe manuell
1080,Monte Carlo 137 AS,LANCIA,null,silber mét.,Limousine,1994,Zuzwil,null,Occasion,null,null,2,Vorderradantrieb,7,1978,Benzin,0,braun,57000,"""Ab MFK""",2,Schaltgetriebe
1081,Deluxe,TOYOTA,CARINA,silber mét.,Limousine,1589,Zuzwil,null,Oldtimer,null,null,4,Hinterradantrieb,11,1972,Benzin,0,mehrfarbig,57700,"""Ab MFK""",5,Schaltgetriebe
1082,E 320 Elégance,MERCEDES-BENZ,E 320,silber mét.,Limousine,3199,Zuzwil,null,Occasion,null,11.9 l/100km,4,Hinterradantrieb,12,1996,Benzin,220,beige,56100,"""Ab MFK""",5,Automat
1083,Cayenne S,PORSCHE,CAYENNE,silber mét.,SUV / Geländewagen,4806,Zuzwil,358 g/km,Neu,null,14.9 l/100km,5,Allrad,9,2009,Benzin,385,schwarz,1,"""Ab MFK""",5,Automatik-Getriebe
1084,M3,BMW,M3,silber mét.,Cabriolet,3246,Zuzwil,292 g/km,Occasion,G,12.1 l/100km,2,Hinterradantrieb,11,2002,Benzin,343,schwarz,23900,"""Ab MFK""",4,Schaltgetriebe manuell
1085,650i xDrive,BMW,650,silber mét.,Cabriolet,4395,Zuzwil,217 g/km,Occasion,G,9.3 l/100km,2,Allrad,1,2013,Benzin,450,null,5400,"""Ab MFK""",4,Automat sequentiell
1086,Corvette 6.2,CHEVROLET,CORVETTE,silber mét.,Coupé,6162,Zuzwil,316 g/km,Occasion,G,13.3 l/100km,2,Hinterradantrieb,3,2008,Benzin,437,schwarz,33000,"""Ab MFK""",2,Schaltgetriebe manuell
1087,Coupé GT,MASERATI,COUPÉ GT,blau mét.,Coupé,4244,Zuzwil,400 g/km,Occasion,G,17.5 l/100km,2,Hinterradantrieb,6,2002,Benzin,390,schwarz,53000,"""Ab MFK"", ""Direkt-/Parallelimport""",4,Automatisiertes Schaltgetriebe
1088,F360 Modena Berlinetta,FERRARI,F360,silber mét.,Coupé,3586,Zuzwil,415 g/km,Occasion,G,17.9 l/100km,2,Hinterradantrieb,5,2000,Benzin,400,schwarz,28000,"""Ab MFK""",2,Schaltgetriebe manuell
1089,328i Coupé,BMW,328,silber mét.,Coupé,2792,Zuzwil,null,Occasion,null,9.2 l/100km,2,Hinterradantrieb,8,1996,Benzin,193,beige,69800,"""Ab MFK""",5,Schaltgetriebe manuell
1090,S 65 AMG L,MERCEDES-BENZ,S 65 AMG,silber mét.,Limousine,5981,Zuzwil,null,Occasion,G,14.8 l/100km,4,Hinterradantrieb,1,2007,Benzin,612,schwarz,94000,"""Ab MFK""",5,Automat sequentiell
1091,RS6 Avant quattro,AUDI,RS6,silber mét.,Kombi,4172,Zuzwil,350 g/km,Occasion,G,14.6 l/100km,5,Allrad,9,2002,Benzin,450,schwarz,36900,"""Ab MFK""",5,Automat sequentiell
1092,F355 Berlinetta,FERRARI,F355,silber mét.,Coupé,3496,Zuzwil,null,Occasion,null,20.8 l/100km,2,Hinterradantrieb,5,1999,Benzin,380,schwarz,29000,"""Ab MFK""",2,Automatisiertes Schaltgetriebe
1093,S60 2.4T,VOLVO,S60,silber mét.,Limousine,2435,Zuzwil,220 g/km,Occasion,G,9.2 l/100km,4,Vorderradantrieb,4,2001,Benzin,200,schwarz,145000,"""Ab MFK""",5,Schaltgetriebe manuell
1094,Viper GTS,CHRYSLER,VIPER,silber mét.,Coupé,7990,Zuzwil,483 g/km,Occasion,null,18.8 l/100km,2,Hinterradantrieb,12,2000,Benzin,389,schwarz,66900,"""Ab MFK""",2,Schaltgetriebe manuell
1095,911 Turbo,PORSCHE,911,silber mét.,Coupé,3600,Zuzwil,309 g/km,Occasion,G,12.9 l/100km,2,Allrad,6,2000,Benzin,420,schwarz,127800,"""Ab MFK""",4,Schaltgetriebe manuell
1096,Cayenne Turbo,PORSCHE,CAYENNE,silber mét.,SUV / Geländewagen,4511,Zuzwil,378 g/km,Occasion,G,15.7 l/100km,5,Allrad,1,2003,Benzin,450,schwarz,156000,"""Ab MFK""",5,Automat
1097,RS200 EVO Gruppe B,FORD,null,silber mét.,Coupé,2100,Zuzwil,null,Occasion,null,null,2,Allrad,8,1986,Benzin,600,null,1000,null,2,Schaltgetriebe
1098,A8 4.2 quattro,AUDI,A8,blau mét.,Limousine,4172,Zuzwil,288 g/km,Occasion,G,12.0 l/100km,4,Allrad,1,2003,Benzin,335,grau,26700,"""Ab MFK""",5,Automat
1099,RS6 Avant 5.0 V10 quattro,AUDI,RS6,silber mét.,Kombi,4991,Zuzwil,333 g/km,Occasion,G,14.0 l/100km,5,Allrad,3,2010,Benzin,580,schwarz,26300,"""Ab MFK""",5,Automat
1100,Panamera 4S 4.8,PORSCHE,PANAMERA,silber mét.,Limousine,4806,Zuzwil,254 g/km,Occasion,G,10.8 l/100km,5,Allrad,11,2010,Benzin,400,schwarz,57600,"""Ab MFK""",4,Automatisiertes Schaltgetriebe
1101,X5 4.4i,BMW,X5,silber mét.,SUV / Geländewagen,4398,Zuzwil,317 g/km,Occasion,G,13.1 l/100km,5,Allrad,8,2005,Benzin,320,schwarz,14700,"""Ab MFK""",5,Automat sequentiell
1102,SL 55 AMG,MERCEDES-BENZ,SL 55 AMG,silber mét.,Cabriolet,5439,Zuzwil,324 g/km,Occasion,G,13.5 l/100km,2,Hinterradantrieb,4,2004,Benzin,500,anthrazit,21400,"""Ab MFK""",2,Automat
